index,time_start,time_peak,time_end,nar,xray_class,USFLUX,MEANGAM,MEANGBT,MEANGBZ,MEANGBH,MEANJZD,TOTUSJZ,MEANJZH,TOTUSJH,ABSNJZH,SAVNCPP,MEANPOT,TOTPOT,MEANSHR,SHRGT45,R_VALUE,AREA_ACR,g_s,slf,d_l_f
0,2016-04-04 19:25:00,2016-04-04 19:39:00.0,2016-04-04 19:49:00.0,12528,B,2.0183655172413795e+21,53.23351724137928,122.06517241379306,121.0234482758621,77.93708620689655,0.25286400862068964,3669112068965.517,0.000950205034482758,183.53000000000003,11.564819482758624,781000000000.0,6725.767241379311,2.9620172413793093e+22,38.22565517241379,34.90805172413793,2.7846089285714273,167.6656896551724,339.4325862068967,21.22915517241379,107.43344827586205
1,2017-12-23 20:33:00,2017-12-23 20:36:00.0,2017-12-23 20:43:00.0,12692,B,8.935384745762715e+21,52.42093220338984,115.11949152542373,116.35474576271189,70.64088135593221,0.11312524237288135,17228728813559.322,0.003904635593220337,795.1935593220343,60.617559322033884,2880827966101.695,6117.205084745764,1.2610627118644065e+23,40.87327118644068,37.46055932203391,3.9454983050847443,487.083559322034,3478.5440677966094,23.60003389830509,206.1457627118645
2,2021-02-18 13:25:00,2021-02-18 13:29:00.0,2021-02-18 13:37:00.0,12803,B,,,,,,,,,,,,,,,,,,,,
3,2021-02-19 14:40:00,2021-02-19 14:47:00.0,2021-02-19 14:51:00.0,12803,B,,,,,,,,,,,,,,,,,,,,
4,2011-08-13 14:25:00,2011-08-13 14:31:00.0,2011-08-13 14:35:00.0,11269,B,9.975331034482758e+20,31.928224137931036,143.1306896551724,140.29224137931038,62.12584482758621,0.13562644827586207,1638331034482.7585,0.0047265393103448254,76.42720689655171,7.881367586206897,403394931034.4828,2053.7103448275866,4.4349034482758614e+21,23.970810344827587,5.395463793103447,1.9834800000000001,80.08463793103446,,,
5,2016-11-27 19:13:00,2016-11-27 19:18:00.0,2016-11-27 19:24:00.0,12613,B,,,,,,,,,,,,,,,,,,,,
6,2020-11-03 21:16:00,2020-11-03 21:20:00.0,2020-11-03 21:26:00.0,12780,B,1.4899454545454545e+21,24.502818181818174,108.26403636363638,109.75129090909091,33.39863636363636,-0.6365460000000001,1795812727272.7273,-0.0016731342181818185,77.42145454545454,3.8584599999999996,783319272727.2727,1367.4036363636358,4.4584890909090906e+21,21.229636363636363,2.4909200000000005,2.2838826086956523,50.92769090909091,,,
7,2021-07-21 02:01:00,2021-07-21 02:09:00.0,2021-07-21 02:15:00.0,12847,B,,,,,,,,,,,,,,,,,,,,
8,2021-09-03 09:36:00,2021-09-03 09:42:00.0,2021-09-03 09:46:00.0,12863,B,7.960243103448277e+21,48.93362068965517,108.9648275862069,111.12275862068968,61.28610344827586,0.13045316551724137,12291793103448.275,-0.0009158293879310345,594.3493103448275,17.983767431034483,1766799655172.4138,8508.184482758617,1.3648637931034483e+23,40.03064912280702,37.036862068965526,4.043810344827585,324.1244827586207,1861.8434482758619,12.45367758620689,107.63520689655174
9,2021-04-19 00:17:00,2021-04-19 00:24:00.0,2021-04-19 00:28:00.0,12016,B,,,,,,,,,,,,,,,,,,,,
