index,time_start,time_peak,time_end,nar,xray_class,USFLUX,MEANGAM,MEANGBT,MEANGBZ,MEANGBH,MEANJZD,TOTUSJZ,MEANJZH,TOTUSJH,ABSNJZH,SAVNCPP,MEANPOT,TOTPOT,MEANSHR,SHRGT45,R_VALUE,AREA_ACR,g_s,slf,d_l_f
0,2016-04-04 19:25:00,2016-04-04 19:39:00.0,2016-04-04 19:49:00.0,12528,B,2.0269678571428575e+21,53.38442857142858,125.96535714285713,125.8057142857143,82.2975,0.2719885464285715,3660607142857.143,0.004104339285714286,190.9667857142857,13.30176785714286,899071428571.4286,6844.0321428571415,2.9415607142857145e+22,37.50000000000001,31.456535714285717,2.8373178571428577,167.49642857142857,398.3410714285715,21.609285714285722,118.73000000000002
1,2017-12-23 20:33:00,2017-12-23 20:36:00.0,2017-12-23 20:43:00.0,12692,B,9.207989655172412e+21,52.21355172413794,117.9486206896552,120.01413793103447,71.52875862068967,0.11757037586206893,17859862068965.516,0.0048111586206896545,841.1275862068966,74.98558620689653,3764365517241.3794,6414.68620689655,1.3280172413793105e+23,40.727034482758626,37.57089655172414,4.117603448275861,488.1996551724138,3286.058620689655,23.308379310344822,202.21896551724143
2,2021-02-18 13:25:00,2021-02-18 13:29:00.0,2021-02-18 13:37:00.0,12803,B,,,,,,,,,,,,,,,,,,,,
3,2021-02-19 14:40:00,2021-02-19 14:47:00.0,2021-02-19 14:51:00.0,12803,B,,,,,,,,,,,,,,,,,,,,
4,2011-08-13 14:25:00,2011-08-13 14:31:00.0,2011-08-13 14:35:00.0,11269,B,1.1467066666666669e+21,33.9955,142.49766666666667,139.43666666666667,63.815333333333335,-0.019765130000000006,1829646666666.6667,0.006174936666666666,86.4341,11.309590000000005,462448333333.3333,2216.520000000001,5.408230000000001e+21,24.949299999999994,7.356446666666666,1.8746500000000001,86.1668,,,
5,2016-11-27 19:13:00,2016-11-27 19:18:00.0,2016-11-27 19:24:00.0,12613,B,,,,,,,,,,,,,,,,,,,,
6,2020-11-03 21:16:00,2020-11-03 21:20:00.0,2020-11-03 21:26:00.0,12780,B,1.6126500000000002e+21,24.005666666666666,103.45253333333335,104.63576666666667,31.463266666666666,-0.6745140000000001,1828183333333.3333,-0.0010992277333333332,77.5659,3.0392479999999997,903149000000.0,1245.4566666666663,4.463016666666665e+21,20.920233333333336,1.8694333333333337,2.23388,42.18193333333333,,,
7,2021-07-21 02:01:00,2021-07-21 02:09:00.0,2021-07-21 02:15:00.0,12847,B,,,,,,,,,,,,,,,,,,,,
8,2021-09-03 09:36:00,2021-09-03 09:42:00.0,2021-09-03 09:46:00.0,12863,B,7.913219354838711e+21,48.45745161290322,112.95354838709676,115.52741935483873,63.79896774193547,0.13952119999999996,12273806451612.902,0.00036960020967741924,613.0241935483871,9.050466806451611,1170194838709.6775,8611.435483870968,1.3290451612903226e+23,39.24280645161289,35.18161290322581,4.109987096774194,318.0622580645162,1900.4032258064522,12.578945161290326,105.15270967741935
9,2021-04-19 00:17:00,2021-04-19 00:24:00.0,2021-04-19 00:28:00.0,12016,B,,,,,,,,,,,,,,,,,,,,
