,time_start,time_peak,time_end,nar,xray_class,magnitude,COINCIDENCE,before_coincident_flare,ABSNJZH,AREA_ACR,MEANGAM,MEANGBH,MEANGBT,MEANGBZ,MEANJZD,MEANJZH,MEANPOT,MEANSHR,R_VALUE,SAVNCPP,SHRGT45,TOTPOT,TOTUSJH,TOTUSJZ,USFLUX,d_l_f,g_s,slf,expected_timepoint,observed_timepoint,time_difference
0,2016-04-04 19:25:00,2016-04-04 19:39:00.0,2016-04-04 19:49:00.0,12528.0,B,4.1,True,False,2.2795,179.77,52.049,73.301,118.6,118.57,0.1224,0.00059471,5445.2,37.686,3.2448,350180000000.0,34.203,2.7718e+22,198.33,4150900000000.0,2.1656e+21,101.83,186.43,22.868,2016-04-04 19:24:00,2016-04-04 19:24:00,0 days 00:00:00
1,2017-12-23 20:33:00,2017-12-23 20:36:00.0,2017-12-23 20:43:00.0,12692.0,B,1.0,False,False,23.63,467.26,50.281,71.304,120.77,121.38,0.045011,0.0016832,5556.8,38.429,3.6898,1060300000000.0,32.744,1.036e+23,781.16,15822000000000.0,8.4918e+21,224.38,2439.7,28.823,2017-12-23 20:24:00,2017-12-23 20:24:00,0 days 00:00:00
3,2021-02-19 14:40:00,2021-02-19 14:47:00.0,2021-02-19 14:51:00.0,12803.0,B,1.1,True,False,39.42,59.203,29.024,33.001,70.201,74.879,-0.50339,-0.0056355,2520.5,22.157,3.0572,1833500000000.0,9.2638,2.3415e+22,193.28,3464900000000.0,4.99e+21,0.0,0.0,0.0,2021-02-19 14:36:00,2021-02-19 14:36:00,0 days 00:00:00
7,2021-07-21 02:01:00,2021-07-21 02:09:00.0,2021-07-21 02:15:00.0,12847.0,B,3.3,True,False,17.144,136.24,32.642,32.631,66.672,74.983,-0.11828,0.0012337,3222.2,26.504,3.3987,1209100000000.0,12.45,5.9464e+22,408.7,7463700000000.0,8.8866e+21,0.0,0.0,0.0,2021-07-21 02:00:00,2021-07-21 02:00:00,0 days 00:00:00
8,2021-09-03 09:36:00,2021-09-03 09:42:00.0,2021-09-03 09:46:00.0,12863.0,B,2.9,True,False,62.972,352.62,49.887,64.09,112.05,116.04,0.027204,-0.0052719,9402.1,41.249,4.0324,3564300000000.0,38.811,1.4915e+23,642.96,12917000000000.0,8.1211e+21,111.84,2494.9,11.839,2021-09-03 09:36:00,2021-09-03 09:36:00,0 days 00:00:00
10,2017-12-25 07:11:00,2017-12-25 07:16:00.0,2017-12-25 07:28:00.0,12692.0,B,1.6,False,False,66.775,438.37,48.825,64.136,111.98,114.11,0.46256,0.0049944,5567.1,39.15,2.5952,3148400000000.0,32.63,9.8857e+22,650.28,13365000000000.0,7.9291e+21,122.01,2449.4,14.923,2017-12-25 07:00:00,2017-12-25 07:00:00,0 days 00:00:00
12,2020-01-25 07:11:00,2020-01-25 07:14:00.0,2020-01-25 07:18:00.0,12757.0,B,1.1,False,False,27.57,37.873,45.792,77.548,165.36,164.35,2.5549,-0.027487,4773.6,39.026,2.8173,1592800000000.0,33.3,6.3586e+21,79.093,1618700000000.0,5.8252e+20,0.0,0.0,0.0,2020-01-25 07:00:00,2020-01-25 07:00:00,0 days 00:00:00
13,2011-08-11 22:54:00,2011-08-11 23:09:00.0,2011-08-11 23:24:00.0,11266.0,B,6.8,False,False,16.769,165.8,24.961,34.327,101.85,101.66,-0.15989,-0.0020718,1575.2,21.758,0.0,698960000000.0,1.5196,1.6932e+22,243.18,5586000000000.0,5.1058e+21,0.0,0.0,0.0,2011-08-11 22:48:00,2011-08-11 22:48:00,0 days 00:00:00
14,2016-01-08 11:23:00,2016-01-08 11:31:00.0,2016-01-08 11:41:00.0,12482.0,B,8.6,False,False,29.295,94.374,51.947,91.01,151.89,154.39,-1.0613,0.027847,3258.8,34.71,3.15,1080800000000.0,26.616,4.5529e+21,80.354,1469100000000.0,5.6664e+20,0.0,0.0,0.0,2016-01-08 11:12:00,2016-01-08 11:12:00,0 days 00:00:00
15,2019-04-08 22:20:00,2019-04-08 22:25:00.0,2019-04-08 22:29:00.0,12738.0,B,1.7,True,False,2.3323,590.36,43.881,32.553,58.076,63.579,0.015131,-6.6401e-05,11621.0,35.232,4.2314,1635800000000.0,33.399,5.4205e+23,1028.0,19333000000000.0,2.5359e+22,26.661,0.0,1.8015,2019-04-08 22:12:00,2019-04-08 22:12:00,0 days 00:00:00
