,time_start,time_peak,time_end,nar,xray_class,magnitude,COINCIDENCE,before_coincident_flare,ABSNJZH,AREA_ACR,MEANGAM,MEANGBH,MEANGBT,MEANGBZ,MEANJZD,MEANJZH,MEANPOT,MEANSHR,R_VALUE,SAVNCPP,SHRGT45,TOTPOT,TOTUSJH,TOTUSJZ,USFLUX,d_l_f,g_s,slf,expected_timepoint,observed_timepoint,time_difference
1337,2010-05-03 09:48:00,not applicable,not applicable,11065.0,N,0.0,False,False,1.8797,45.21,27.097,44.656,128.36,127.88,0.14321,-0.0015062,1785.7,22.839,0.0,95566000000.0,2.1635,2.9596e+21,46.965,1050500000000.0,7.8352e+20,0.0,0.0,0.0,2010-05-03 07:48:00,2010-05-03 07:48:00,0 days 00:00:00
1338,2010-05-06 15:48:00,not applicable,not applicable,11070.0,N,0.0,False,False,2.6637,23.858,30.354,64.717,151.6,144.35,0.41314,-0.0061946,2087.1,22.907,2.1812,137290000000.0,5.1163,1.1919e+21,22.732,481080000000.0,2.4977e+20,0.0,0.0,0.0,2010-05-06 13:48:00,2010-05-06 13:48:00,0 days 00:00:00
1339,2010-05-08 21:48:00,not applicable,not applicable,11071.0,N,0.0,False,False,3.0841,16.252,30.863,49.563,128.98,130.27,-0.36786,-0.0042017,1981.3,24.068,0.0,144650000000.0,4.9046,1.9314e+21,31.444,672090000000.0,4.7747e+20,0.0,0.0,0.0,2010-05-08 19:48:00,2010-05-08 19:48:00,0 days 00:00:00
1341,2010-05-30 18:00:00,not applicable,not applicable,11074.0,N,0.0,False,False,2.4589,28.503,28.354,37.589,78.853,78.036,0.088126,-0.00076222,2208.3,20.659,2.9122,306450000000.0,1.6119,9.4611e+21,89.729,1660600000000.0,2.1989e+21,0.0,0.0,0.0,2010-05-30 16:00:00,2010-05-30 16:00:00,0 days 00:00:00
1342,2010-06-18 12:48:00,not applicable,not applicable,11083.0,N,0.0,False,False,7.8119,36.47,33.301,69.031,148.16,145.24,1.591,-0.022068,1582.1,21.741,0.0,561740000000.0,4.5198,7.4379e+20,18.299,405400000000.0,2.0274e+20,0.0,0.0,0.0,2010-06-18 10:48:00,2010-06-18 10:48:00,0 days 00:00:00
1343,2010-06-28 18:00:00,not applicable,not applicable,11085.0,N,0.0,False,False,5.1607,60.27,28.043,49.285,124.54,123.98,1.0389,0.0068263,1499.4,20.74,1.7144,426820000000.0,2.1164,1.5054e+21,26.853,644460000000.0,4.3466e+20,0.0,0.0,0.0,2010-06-28 16:00:00,2010-06-28 16:00:00,0 days 00:00:00
1344,2010-07-13 15:36:00,not applicable,not applicable,11088.0,N,0.0,False,False,5.7242,46.532,29.174,53.923,140.32,140.28,0.19058,0.0056619,1827.8,22.958,0.0,410240000000.0,2.9674,2.4541e+21,45.035,998200000000.0,6.2262e+20,0.0,0.0,0.0,2010-07-13 13:36:00,2010-07-13 13:36:00,0 days 00:00:00
1345,2010-07-27 15:36:00,not applicable,not applicable,11090.0,N,0.0,False,False,2.8504,50.667,31.438,46.466,114.77,114.44,0.74713,0.0028676,1715.5,25.512,2.1608,402830000000.0,4.7284,2.2646e+21,39.71,1012500000000.0,5.3529e+20,0.0,0.0,0.0,2010-07-27 13:36:00,2010-07-27 13:36:00,0 days 00:00:00
1346,2010-08-30 05:24:00,not applicable,not applicable,11104.0,N,0.0,False,False,8.7767,122.37,29.743,60.447,141.27,139.3,0.97629,0.0049032,1631.6,20.658,0.0,937460000000.0,1.1732,3.8786e+21,81.555,1790500000000.0,1.0838e+21,0.0,0.0,0.0,2010-08-30 03:24:00,2010-08-30 03:24:00,0 days 00:00:00
1347,2010-10-15 19:36:00,not applicable,not applicable,11114.0,N,0.0,False,False,1.578,29.645,23.805,37.269,103.47,102.53,-0.66091,-0.00070952,1356.6,19.309,0.0,768260000000.0,0.22482,4.0067e+21,74.278,1444400000000.0,1.4925e+21,0.0,0.0,0.0,2010-10-15 17:36:00,2010-10-15 17:36:00,0 days 00:00:00
