,time_start,time_peak,time_end,nar,xray_class,magnitude,COINCIDENCE,before_coincident_flare,ABSNJZH,AREA_ACR,MEANGAM,MEANGBH,MEANGBT,MEANGBZ,MEANJZD,MEANJZH,MEANPOT,MEANSHR,R_VALUE,SAVNCPP,SHRGT45,TOTPOT,TOTUSJH,TOTUSJZ,USFLUX,d_l_f,g_s,slf,expected_timepoint,observed_timepoint,time_difference
1337,2010-05-03 09:48:00,not applicable,not applicable,11065.0,N,0.0,False,False,2.6139,54.692,27.584,44.717,127.12,124.96,0.1378,-0.0017952,1615.8,22.891,0.0,107160000000.0,2.1978,3.1244e+21,47.246,1109000000000.0,8.4616e+20,0.0,0.0,0.0,2010-05-02 18:48:00,2010-05-02 18:48:00,0 days 00:00:00
1338,2010-05-06 15:48:00,not applicable,not applicable,11070.0,N,0.0,False,False,11.658,37.514,34.783,73.881,156.02,154.28,0.23492,-0.012968,2054.0,26.577,0.0,349320000000.0,12.347,2.4523e+21,52.335,1127200000000.0,5.8533e+20,0.0,0.0,0.0,2010-05-06 00:48:00,2010-05-06 00:48:00,0 days 00:00:00
1339,2010-05-08 21:48:00,not applicable,not applicable,11071.0,N,0.0,False,False,0.5078,27.556,31.175,60.919,141.31,137.44,-0.064714,0.0005235,2012.7,26.621,0.0,352610000000.0,8.7629,2.5928e+21,42.028,938770000000.0,5.9483e+20,0.0,0.0,0.0,2010-05-08 06:48:00,2010-05-08 06:48:00,0 days 00:00:00
1340,2010-06-03 06:00:00,not applicable,not applicable,11073.0,N,0.0,False,False,4.1532,121.64,31.798,66.343,142.07,139.3,1.0446,-0.0036689,1880.9,22.367,0.0,640200000000.0,3.5305,2.8301e+21,57.065,1283700000000.0,6.8271e+20,0.0,0.0,0.0,2010-06-02 15:00:00,2010-06-02 15:00:00,0 days 00:00:00
1342,2010-06-18 12:48:00,not applicable,not applicable,11083.0,N,0.0,False,False,13.158,52.646,32.499,61.761,138.81,138.11,1.6435,-0.020336,1607.3,23.049,2.106,901470000000.0,5.4096,1.3811e+21,31.612,693300000000.0,3.7443e+20,0.0,0.0,0.0,2010-06-17 21:48:00,2010-06-17 21:48:00,0 days 00:00:00
1343,2010-06-28 18:00:00,not applicable,not applicable,11085.0,N,0.0,False,False,6.7553,84.542,29.746,61.119,146.54,145.11,0.82582,0.0047944,1778.5,21.603,1.8518,632600000000.0,3.4776,3.328e+21,63.789,1353000000000.0,8.7702e+20,0.0,0.0,0.0,2010-06-28 03:00:00,2010-06-28 03:00:00,0 days 00:00:00
1344,2010-07-13 15:36:00,not applicable,not applicable,11088.0,N,0.0,False,False,5.0918,32.583,30.407,55.621,136.62,134.76,-0.033547,0.0052331,2079.1,23.248,2.4097,446240000000.0,3.2888,2.6866e+21,41.192,834500000000.0,6.3445e+20,0.0,0.0,0.0,2010-07-13 00:36:00,2010-07-13 00:36:00,0 days 00:00:00
1345,2010-07-27 15:36:00,not applicable,not applicable,11090.0,N,0.0,False,False,2.2389,70.799,30.01,41.821,112.99,111.94,0.22963,0.000921,1468.5,25.01,1.941,302800000000.0,4.9362,4.741e+21,79.954,2015300000000.0,1.2662e+21,0.0,0.0,0.0,2010-07-27 00:36:00,2010-07-27 00:36:00,0 days 00:00:00
1346,2010-08-30 05:24:00,not applicable,not applicable,11104.0,N,0.0,False,False,8.5831,102.47,31.201,52.833,125.79,124.75,1.1662,0.0055662,1944.5,24.26,0.0,968190000000.0,4.0856,3.982e+21,68.942,1600000000000.0,9.0119e+20,0.0,0.0,0.0,2010-08-29 14:24:00,2010-08-29 14:24:00,0 days 00:00:00
1347,2010-10-15 19:36:00,not applicable,not applicable,11114.0,N,0.0,False,False,1.6707,30.029,27.367,48.531,126.5,125.73,-0.60151,-0.00091144,1628.3,21.376,0.0,577070000000.0,1.5276,3.9638e+21,68.357,1392600000000.0,1.2207e+21,0.0,0.0,0.0,2010-10-15 04:36:00,2010-10-15 04:36:00,0 days 00:00:00
1348,2010-10-18 21:48:00,not applicable,not applicable,11116.0,N,0.0,False,False,14.345,26.669,37.41,96.077,159.87,158.88,0.99157,-0.03313,3775.6,24.092,1.6185,460430000000.0,5.3118,2.1711e+21,32.807,512360000000.0,3.479e+20,0.0,0.0,0.0,2010-10-18 06:48:00,2010-10-18 06:48:00,0 days 00:00:00
1349,2010-10-23 06:00:00,not applicable,not applicable,11118.0,N,0.0,False,False,5.1908,74.067,29.798,45.526,113.47,115.58,0.26033,0.003845,1699.4,24.916,0.0,295840000000.0,4.963,3.0469e+21,59.66,1466100000000.0,7.5216e+20,0.0,0.0,0.0,2010-10-22 15:00:00,2010-10-22 15:00:00,0 days 00:00:00
1350,2010-11-08 20:36:00,not applicable,not applicable,11122.0,N,0.0,False,False,0.28707,98.066,49.779,82.05,136.92,133.23,0.69205,9.3629e-05,4855.7,36.35,0.0,1096300000000.0,26.647,1.9771e+22,180.5,3543300000000.0,1.834e+21,197.15,245.62,39.378,2010-11-08 05:36:00,2010-11-08 05:36:00,0 days 00:00:00
1351,2010-12-26 12:48:00,not applicable,not applicable,11136.0,N,0.0,False,False,35.841,83.481,33.879,54.635,117.42,121.07,-0.40646,0.0088607,3320.6,26.976,3.3586,1586600000000.0,13.77,1.7838e+22,212.98,3777700000000.0,3.0503e+21,17.955,0.0,7.2536,2010-12-25 21:48:00,2010-12-25 21:48:00,0 days 00:00:00
