,time_start,time_peak,time_end,nar,xray_class,magnitude,COINCIDENCE,before_coincident_flare,ABSNJZH,AREA_ACR,MEANGAM,MEANGBH,MEANGBT,MEANGBZ,MEANJZD,MEANJZH,MEANPOT,MEANSHR,R_VALUE,SAVNCPP,SHRGT45,TOTPOT,TOTUSJH,TOTUSJZ,USFLUX,d_l_f,g_s,slf
1337,2010-05-03 09:48:00,not applicable,not applicable,11065.0,N,0.0,False,False,5.0942,66.244,28.416,54.615,144.43,141.25,0.33189,-0.0037651,1870.9,22.526,0.0,239970000000.0,3.252,3.3617e+21,56.1,1250800000000.0,8.4707e+20,0.0,0.0,0.0
1338,2010-05-06 15:48:00,not applicable,not applicable,11070.0,N,0.0,False,False,12.656,35.994,41.457,106.61,183.84,179.77,0.87261,-0.017219,4192.7,25.392,0.0,343070000000.0,8.4354,4.0925e+21,55.894,933650000000.0,5.7192e+20,0.0,0.0,0.0
1339,2010-05-08 21:48:00,not applicable,not applicable,11071.0,N,0.0,False,False,1.6574,38.171,33.471,79.933,168.15,166.32,-0.039782,-0.0019117,3509.4,24.305,0.0,326720000000.0,5.53,4.0454e+21,63.771,1054800000000.0,6.7827e+20,0.0,0.0,0.0
1341,2010-05-30 18:00:00,not applicable,not applicable,11074.0,N,0.0,False,False,3.9798,44.821,29.294,51.273,118.28,116.88,-0.32852,-0.0013551,2289.1,22.599,2.4155,521190000000.0,3.6432,8.9287e+21,128.08,2241700000000.0,2.1081e+21,0.0,0.0,0.0
1342,2010-06-18 12:48:00,not applicable,not applicable,11083.0,N,0.0,False,False,7.8802,44.801,33.97,58.494,127.05,125.68,1.1224,-0.010991,1508.1,25.506,2.3668,512740000000.0,8.5077,1.4361e+21,29.841,737910000000.0,3.8124e+20,0.0,0.0,0.0
1343,2010-06-28 18:00:00,not applicable,not applicable,11085.0,N,0.0,False,False,10.496,78.26,29.665,62.294,144.38,143.23,0.99207,0.010464,1857.9,21.689,1.9458,734270000000.0,2.4925,2.4748e+21,56.205,1158100000000.0,6.3455e+20,0.0,0.0,0.0
1344,2010-07-13 15:36:00,not applicable,not applicable,11088.0,N,0.0,False,False,8.9801,33.737,31.818,62.277,136.12,132.93,0.35625,0.0074834,2525.6,24.276,0.0,524410000000.0,3.5833,4.025e+21,50.828,1094300000000.0,7.967e+20,6.4031,0.0,3.3912
1345,2010-07-27 15:36:00,not applicable,not applicable,11090.0,N,0.0,False,False,2.7743,60.222,28.616,40.292,112.27,111.88,0.44499,-0.00137,1644.6,25.509,0.0,488770000000.0,4.0,4.4228e+21,72.646,1827600000000.0,1.1116e+21,0.0,0.0,0.0
1346,2010-08-30 05:24:00,not applicable,not applicable,11104.0,N,0.0,False,False,13.828,96.577,29.905,46.305,118.57,119.77,0.88864,0.0059965,1803.5,24.587,0.0,1099900000000.0,4.6401,5.523e+21,102.44,2392700000000.0,1.336e+21,0.0,0.0,0.0
1347,2010-10-15 19:36:00,not applicable,not applicable,11114.0,N,0.0,False,False,3.7259,35.858,32.041,56.764,137.32,137.37,-0.62647,0.0021524,2678.5,24.748,0.0,567110000000.0,5.5459,6.1575e+21,81.738,1564300000000.0,1.1672e+21,0.0,0.0,0.0
1348,2010-10-18 21:48:00,not applicable,not applicable,11116.0,N,0.0,False,False,21.331,36.834,44.546,101.49,164.41,161.72,1.0936,-0.026597,4309.8,28.958,2.1478,650370000000.0,14.838,4.5903e+21,66.433,1063600000000.0,5.6172e+20,85.481,56.501,35.861
1349,2010-10-23 06:00:00,not applicable,not applicable,11118.0,N,0.0,False,False,7.1007,66.379,29.345,48.806,125.22,122.38,0.22398,0.0042291,1757.5,23.864,0.0,475570000000.0,4.4074,3.9189e+21,73.096,1657100000000.0,9.9311e+20,0.0,0.0,0.0
1350,2010-11-08 20:36:00,not applicable,not applicable,11122.0,N,0.0,False,False,22.462,91.097,50.105,98.4,148.69,145.43,0.77461,-0.0093163,7208.0,34.401,0.0,964330000000.0,21.817,2.3079e+22,150.18,2655800000000.0,1.7758e+21,177.62,485.04,27.298
1351,2010-12-26 12:48:00,not applicable,not applicable,11136.0,N,0.0,False,False,2.6208,59.259,28.952,52.052,126.51,126.6,-0.23872,0.00093169,2198.3,21.842,0.0,341690000000.0,2.4884,8.2123e+21,112.97,2089100000000.0,2.0814e+21,0.0,0.0,0.0
1352,2010-12-27 21:12:00,not applicable,not applicable,11137.0,N,0.0,False,False,4.0103,95.86,35.534,71.825,156.89,155.56,0.85163,-0.0021572,2183.7,24.552,0.0,805230000000.0,6.0247,5.3911e+21,116.13,2402900000000.0,1.1488e+21,0.0,0.0,0.0
1353,2011-01-09 20:24:00,not applicable,not applicable,11143.0,N,0.0,False,False,1.1185,137.79,33.437,67.459,145.8,146.54,0.34486,-0.00055899,1976.7,23.884,0.0,350900000000.0,6.3468,5.253e+21,105.6,2234800000000.0,1.227e+21,0.0,0.0,0.0
1354,2011-01-10 12:48:00,not applicable,not applicable,11144.0,N,0.0,False,False,0.29726,35.494,32.542,84.387,175.71,170.03,-0.73661,0.00041692,2983.5,22.005,0.0,267190000000.0,2.9453,2.8251e+21,45.402,811420000000.0,5.2592e+20,0.0,0.0,0.0
1355,2011-01-19 06:36:00,not applicable,not applicable,11148.0,N,0.0,False,False,4.9957,104.02,42.915,72.442,132.0,136.19,0.11614,-0.0011607,5396.3,32.773,3.4557,408560000000.0,19.493,3.0845e+22,230.72,4237100000000.0,3.1e+21,90.739,719.71,14.988
1356,2011-01-28 22:36:00,not applicable,not applicable,11151.0,N,0.0,False,False,10.075,26.977,30.537,58.26,143.86,144.32,-0.23243,-0.0089315,2305.4,23.575,0.0,408230000000.0,6.0284,3.4536e+21,60.479,1190500000000.0,7.809e+20,0.0,0.0,0.0
1357,2011-02-09 11:48:00,not applicable,not applicable,11154.0,N,0.0,False,False,2.0331,34.459,37.381,72.298,137.49,137.8,-0.011486,0.0015309,4874.0,28.375,0.0,489840000000.0,8.2831,8.596e+21,78.211,1392200000000.0,1.0498e+21,0.0,0.0,0.0
1358,2011-02-10 05:48:00,not applicable,not applicable,11155.0,N,0.0,False,False,5.7578,21.737,32.55,72.886,169.5,166.14,-0.11677,-0.009759,2356.8,26.439,0.0,35288000000.0,8.3051,1.8467e+21,40.62,818480000000.0,3.7514e+20,0.0,0.0,0.0
1359,2011-03-07 03:00:00,not applicable,not applicable,11167.0,N,0.0,False,False,11.039,148.47,38.583,74.354,151.91,153.46,0.84395,-0.0038275,2802.1,28.101,2.001,1260100000000.0,14.528,1.0732e+22,183.07,3753200000000.0,1.8689e+21,0.0,0.0,0.0
1360,2011-03-05 13:48:00,not applicable,not applicable,11168.0,N,0.0,False,False,5.4952,76.246,34.247,48.604,91.916,99.413,-0.12313,0.0011787,4553.6,27.283,3.0738,758270000000.0,10.832,2.8193e+22,203.69,3202700000000.0,3.5681e+21,0.0,0.0,0.0
1361,2011-03-20 13:36:00,not applicable,not applicable,11174.0,N,0.0,False,False,6.2505,7.6909,40.591,39.573,89.761,96.666,-2.4227,0.017125,1907.2,27.267,0.0,478790000000.0,17.534,9.2449e+20,15.193,287070000000.0,2.5191e+20,0.0,0.0,0.0
1362,2011-03-27 01:00:00,not applicable,not applicable,11177.0,N,0.0,False,False,38.862,276.07,30.777,55.557,137.13,137.73,0.14712,-0.0046313,2812.5,25.406,2.2801,927610000000.0,7.5915,3.1342e+22,432.55,8447300000000.0,5.8823e+21,99.598,142.65,27.015
1363,2011-03-24 21:24:00,not applicable,not applicable,11179.0,N,0.0,False,False,1.6586,21.033,38.248,58.462,143.66,145.66,-0.93112,0.0038934,1984.2,28.982,0.0,207190000000.0,17.606,1.1226e+21,21.56,480930000000.0,2.4504e+20,0.0,0.0,0.0
1364,2011-04-11 21:24:00,not applicable,not applicable,11187.0,N,0.0,False,False,28.352,142.07,35.815,64.541,138.59,138.0,0.25453,0.0076876,2613.9,28.809,3.294,1911100000000.0,13.856,1.2802e+22,186.13,3935900000000.0,2.276e+21,0.0,0.0,0.0
1365,2011-04-09 03:24:00,not applicable,not applicable,11188.0,N,0.0,False,False,6.9302,34.101,46.446,65.026,132.39,139.58,1.5071,0.010088,2424.4,35.38,2.0634,546060000000.0,27.365,2.212e+21,32.782,817040000000.0,3.4298e+20,0.0,0.0,0.0
1366,2011-04-10 23:12:00,not applicable,not applicable,11189.0,N,0.0,False,False,59.857,1121.4,37.551,61.727,131.49,133.05,0.38767,0.0020555,3520.7,30.091,3.6993,5956600000000.0,16.03,1.3616e+23,1548.6,31356000000000.0,1.9104e+22,451.09,1240.5,56.957
1367,2011-04-16 04:48:00,not applicable,not applicable,11192.0,N,0.0,False,False,417.09,1632.5,47.256,72.37,121.5,127.88,0.1086,-0.0095023,8370.1,38.637,4.6156,19656000000000.0,32.342,4.8797e+23,2853.0,53657000000000.0,2.8167e+22,198.5,39532.0,12.529
1368,2011-04-15 10:48:00,not applicable,not applicable,11194.0,N,0.0,False,False,0.84703,74.83,33.979,72.129,155.87,152.66,-0.087307,-0.00034196,2871.3,24.713,2.9446,114440000000.0,7.5091,9.4452e+21,130.9,2496200000000.0,1.7936e+21,14.036,0.0,7.0085
1369,2011-04-25 14:12:00,not applicable,not applicable,11197.0,N,0.0,False,False,349.19,2407.7,44.234,55.322,106.82,107.23,0.43386,0.0059639,6481.9,36.673,4.271,18738000000000.0,29.137,5.0402e+23,2638.2,58273000000000.0,3.3871e+22,264.5,11706.0,16.703
1370,2011-04-23 14:12:00,not applicable,not applicable,11198.0,N,0.0,False,False,11.094,65.101,28.187,55.083,141.77,140.14,-0.42384,0.0038901,2401.2,22.069,1.8634,660930000000.0,2.6297,9.0949e+21,138.86,2513000000000.0,2.0228e+21,0.0,0.0,0.0
1371,2011-05-05 09:12:00,not applicable,not applicable,11205.0,N,0.0,False,False,195.62,1129.8,44.235,56.563,106.76,106.46,0.17355,-0.0059251,6733.9,36.27,3.8961,6957300000000.0,29.351,2.9528e+23,1400.9,31046000000000.0,1.9868e+22,475.07,623.17,39.22
1372,2011-05-08 21:12:00,not applicable,not applicable,11207.0,N,0.0,False,False,1.4017,310.69,28.85,52.286,131.7,130.16,0.70161,0.00023134,1842.0,22.483,0.0,2276300000000.0,2.4922,1.4822e+22,257.48,5542800000000.0,3.8081e+21,0.0,0.0,0.0
1373,2011-05-10 12:48:00,not applicable,not applicable,11209.0,N,0.0,False,False,10.451,70.614,35.062,63.349,130.66,127.62,-0.26378,-0.0041373,2736.9,26.172,2.5539,584720000000.0,5.7799,9.1813e+21,117.58,2330200000000.0,1.6306e+21,0.0,0.0,0.0
1374,2011-05-11 05:12:00,not applicable,not applicable,11211.0,N,0.0,False,False,0.077934,51.443,32.044,63.895,147.08,144.9,0.079395,-7.4435e-05,2034.4,22.341,0.0,64235000000.0,2.5788,2.8288e+21,50.681,1037300000000.0,6.8337e+20,0.0,0.0,0.0
1375,2011-05-14 17:12:00,not applicable,not applicable,11212.0,N,0.0,False,False,2.4055,42.874,29.382,53.31,132.95,132.04,-0.20352,0.0029588,1900.0,23.432,0.0,88819000000.0,2.829,2.0514e+21,36.709,778650000000.0,5.122e+20,0.0,0.0,0.0
1376,2011-05-16 11:12:00,not applicable,not applicable,11215.0,N,0.0,False,False,5.2865,13.741,28.7,64.433,174.93,173.96,1.2132,-0.01485,2412.1,21.042,1.5721,232150000000.0,1.6854,1.1404e+21,19.725,371980000000.0,2.6402e+20,0.0,0.0,0.0
1377,2011-05-26 22:12:00,not applicable,not applicable,11219.0,N,0.0,False,False,3.4479,71.048,28.611,57.921,143.39,142.58,0.15497,-0.0029672,1715.6,20.78,0.0,97164000000.0,1.2909,2.6474e+21,51.781,1089000000000.0,7.5785e+20,0.0,0.0,0.0
1378,2011-05-23 06:00:00,not applicable,not applicable,11221.0,N,0.0,False,False,19.95,15.643,43.566,55.411,115.12,123.18,-3.2241,-0.023037,3335.8,35.779,0.0,1505300000000.0,26.328,3.8364e+21,49.551,1064700000000.0,5.1291e+20,0.0,0.0,0.0
1379,2011-05-29 12:00:00,not applicable,not applicable,11222.0,N,0.0,False,False,0.034103,12.985,52.717,56.869,92.905,119.86,-1.3358,-7.2099e-05,5113.1,45.021,0.0,341210000000.0,38.055,3.2118e+21,27.764,558540000000.0,3.0761e+20,0.0,0.0,0.0
1380,2011-05-31 09:00:00,not applicable,not applicable,11225.0,N,0.0,False,False,23.944,98.368,49.882,56.791,100.7,96.807,-0.13096,-0.0061776,8393.4,40.462,3.0776,337590000000.0,40.454,4.3205e+22,140.15,3212700000000.0,2.3699e+21,0.0,0.0,0.0
1381,2011-06-03 18:00:00,not applicable,not applicable,11230.0,N,0.0,False,False,18.093,704.5,39.875,56.944,118.42,117.82,0.31607,-0.0010489,5810.0,32.663,3.0738,2949100000000.0,22.713,1.331e+23,834.49,16995000000000.0,1.1597e+22,410.82,0.0,52.868
1382,2011-06-05 06:00:00,not applicable,not applicable,11231.0,N,0.0,False,False,17.326,70.044,33.642,62.035,141.33,142.3,0.010007,-0.011302,2556.0,27.058,1.9936,985310000000.0,8.4149,5.2037e+21,85.271,1660000000000.0,1.0258e+21,0.0,0.0,0.0
