,time_start,time_peak,time_end,nar,xray_class,magnitude,COINCIDENCE,before_coincident_flare,ABSNJZH,AREA_ACR,MEANGAM,MEANGBH,MEANGBT,MEANGBZ,MEANJZD,MEANJZH,MEANPOT,MEANSHR,R_VALUE,SAVNCPP,SHRGT45,TOTPOT,TOTUSJH,TOTUSJZ,USFLUX,d_l_f,g_s,slf
1337,2010-05-03 09:48:00,not applicable,not applicable,11065.0,N,0.0,False,False,0.82151,44.941,27.542,45.003,128.41,128.33,0.12974,-0.00075855,1803.4,23.176,0.0,75116000000.0,2.2161,2.5938e+21,43.352,990820000000.0,6.5724e+20,0.0,0.0,0.0
1338,2010-05-06 15:48:00,not applicable,not applicable,11070.0,N,0.0,False,False,7.7109,32.707,31.598,82.304,178.51,170.12,-0.21715,-0.014201,2369.0,23.578,0.0,377600000000.0,4.4199,1.7084e+21,35.107,701140000000.0,3.5829e+20,0.0,0.0,0.0
1339,2010-05-08 21:48:00,not applicable,not applicable,11071.0,N,0.0,False,False,3.2333,26.736,27.137,48.346,138.41,138.09,-0.30875,-0.004124,1943.2,21.77,1.678,129670000000.0,1.7857,2.0233e+21,36.433,707180000000.0,5.4992e+20,0.0,0.0,0.0
1341,2010-05-30 18:00:00,not applicable,not applicable,11074.0,N,0.0,False,False,3.2707,37.512,29.452,45.287,91.43,90.77,-0.39452,-0.0010674,2849.2,21.614,2.7825,653450000000.0,3.1005,1.1594e+22,97.392,1713700000000.0,2.2679e+21,0.0,0.0,0.0
1342,2010-06-18 12:48:00,not applicable,not applicable,11083.0,N,0.0,False,False,5.477,43.999,34.698,58.685,130.94,130.2,1.5842,-0.007332,1566.4,26.866,2.2317,642790000000.0,10.308,1.5539e+21,33.418,896820000000.0,3.6854e+20,0.0,0.0,0.0
1343,2010-06-28 18:00:00,not applicable,not applicable,11085.0,N,0.0,False,False,1.8553,67.318,28.003,46.816,121.74,120.05,0.82778,0.0024639,1353.4,21.112,1.6511,338880000000.0,1.992,1.3534e+21,27.723,681620000000.0,4.1767e+20,0.0,0.0,0.0
1344,2010-07-13 15:36:00,not applicable,not applicable,11088.0,N,0.0,False,False,4.4295,39.679,31.267,54.664,134.88,132.26,0.2917,0.0047172,2161.2,24.262,0.0,333600000000.0,5.8573,2.6951e+21,42.829,902350000000.0,5.8726e+20,0.0,0.0,0.0
1345,2010-07-27 15:36:00,not applicable,not applicable,11090.0,N,0.0,False,False,2.5159,65.223,29.824,50.976,129.33,126.3,0.49299,0.0018139,1695.3,23.24,2.6457,371060000000.0,3.8212,3.1228e+21,53.577,1287500000000.0,8.0235e+20,0.0,0.0,0.0
1346,2010-08-30 05:24:00,not applicable,not applicable,11104.0,N,0.0,False,False,10.615,123.53,30.438,53.566,131.06,129.72,1.0095,0.0046416,1631.5,22.457,0.0,1237900000000.0,2.9296,4.9554e+21,85.548,2033300000000.0,1.3069e+21,0.0,0.0,0.0
1347,2010-10-15 19:36:00,not applicable,not applicable,11114.0,N,0.0,False,False,1.5543,29.503,25.502,42.013,113.87,111.63,-0.40764,-0.00073007,1486.3,20.084,0.0,453880000000.0,0.42273,4.2024e+21,79.409,1544400000000.0,1.3678e+21,0.0,0.0,0.0
