,time_start,time_peak,time_end,nar,xray_class,magnitude,COINCIDENCE,before_coincident_flare,ABSNJZH,AREA_ACR,MEANGAM,MEANGBH,MEANGBT,MEANGBZ,MEANJZD,MEANJZH,MEANPOT,MEANSHR,R_VALUE,SAVNCPP,SHRGT45,TOTPOT,TOTUSJH,TOTUSJZ,USFLUX,d_l_f,g_s,slf
1337,2010-05-03 09:48:00,not applicable,not applicable,11065.0,N,0.0,False,False,0.023413,46.92,26.699,44.044,127.58,125.93,-0.010237,-1.7657e-05,1623.8,22.603,0.0,7257900000.0,2.1116,2.8596e+21,45.216,1056000000000.0,7.9161e+20,0.0,0.0,0.0
1338,2010-05-06 15:48:00,not applicable,not applicable,11070.0,N,0.0,False,False,2.6548,20.411,29.419,65.661,163.97,159.92,0.39198,-0.0077626,2144.8,23.139,2.444,71743000000.0,5.2632,9.7417e+20,22.428,465300000000.0,2.1534e+20,0.0,0.0,0.0
1339,2010-05-08 21:48:00,not applicable,not applicable,11071.0,N,0.0,False,False,0.48074,17.059,27.29,45.525,120.41,119.71,-0.44663,-0.00066862,1585.8,21.875,0.0,172060000000.0,2.2253,1.5143e+21,24.785,520600000000.0,4.7357e+20,0.0,0.0,0.0
1341,2010-05-30 18:00:00,not applicable,not applicable,11074.0,N,0.0,False,False,3.6364,24.602,26.883,36.203,76.525,75.734,0.082877,-0.0012701,2141.4,19.72,2.7546,345310000000.0,0.90814,8.1422e+21,78.727,1414200000000.0,1.9722e+21,0.0,0.0,0.0
1342,2010-06-18 12:48:00,not applicable,not applicable,11083.0,N,0.0,False,False,10.883,36.15,37.706,68.333,138.34,134.69,1.0277,-0.023971,1828.5,29.515,2.5722,909310000000.0,15.639,1.1025e+21,22.848,571870000000.0,2.3646e+20,0.0,0.0,0.0
1343,2010-06-28 18:00:00,not applicable,not applicable,11085.0,N,0.0,False,False,2.4778,41.195,28.167,48.939,123.19,123.73,0.31192,0.0045885,1556.0,20.732,2.1332,191060000000.0,1.1111,1.1159e+21,21.455,512670000000.0,3.1769e+20,0.0,0.0,0.0
1344,2010-07-13 15:36:00,not applicable,not applicable,11088.0,N,0.0,False,False,8.311,49.558,30.204,58.842,140.46,138.76,-0.27071,0.0075417,1826.9,22.562,0.0,676640000000.0,1.6334,2.6737e+21,47.876,1110500000000.0,6.6416e+20,0.0,0.0,0.0
1345,2010-07-27 15:36:00,not applicable,not applicable,11090.0,N,0.0,False,False,4.1026,45.697,30.628,53.28,125.93,125.08,0.65532,0.0043276,1769.4,24.57,2.4255,398840000000.0,5.1688,2.2277e+21,41.352,1014900000000.0,5.3289e+20,0.0,0.0,0.0
1346,2010-08-30 05:24:00,not applicable,not applicable,11104.0,N,0.0,False,False,10.795,119.21,31.211,53.701,127.45,127.43,1.0647,0.0051233,1426.7,23.329,0.0,1203600000000.0,5.1732,3.9921e+21,86.089,2256200000000.0,1.0925e+21,0.0,0.0,0.0
1347,2010-10-15 19:36:00,not applicable,not applicable,11114.0,N,0.0,False,False,0.13172,25.288,23.087,36.453,108.09,108.03,-0.54212,6.0475e-05,1203.5,18.016,0.0,617130000000.0,0.091827,3.4812e+21,69.719,1351900000000.0,1.4507e+21,0.0,0.0,0.0
1348,2010-10-18 21:48:00,not applicable,not applicable,11116.0,N,0.0,False,False,0.59265,14.149,32.713,90.722,185.74,184.74,-0.27437,-0.0024901,2336.0,20.628,0.0,78673000000.0,1.2605,7.3834e+20,15.887,286990000000.0,1.7594e+20,0.0,0.0,0.0
1349,2010-10-23 06:00:00,not applicable,not applicable,11118.0,N,0.0,False,False,5.2681,87.285,31.085,63.924,147.27,144.94,0.83223,-0.0045375,2115.3,23.282,0.0,503410000000.0,3.876,3.2615e+21,65.492,1380300000000.0,7.3638e+20,0.0,0.0,0.0
1350,2010-11-08 20:36:00,not applicable,not applicable,11122.0,N,0.0,False,False,6.5246,89.97,38.313,77.942,155.94,152.8,-0.019565,-0.0028063,3129.9,27.466,0.0,531980000000.0,9.9785,9.6641e+21,122.84,2368200000000.0,1.5531e+21,0.0,0.0,0.0
1351,2010-12-26 12:48:00,not applicable,not applicable,11136.0,N,0.0,False,False,18.706,60.859,29.729,48.135,103.36,106.18,-0.65276,0.0054616,3725.9,22.139,3.3692,1199000000000.0,3.9113,1.6952e+22,144.31,2322300000000.0,2.805e+21,0.0,0.0,0.0
1352,2010-12-27 21:12:00,not applicable,not applicable,11137.0,N,0.0,False,False,12.073,79.18,31.235,64.993,143.02,143.85,1.8331,-0.012642,1776.1,21.915,0.0,890340000000.0,3.9791,2.2526e+21,48.266,1066100000000.0,5.7093e+20,0.0,0.0,0.0
1353,2011-01-09 20:24:00,not applicable,not applicable,11143.0,N,0.0,False,False,8.1207,131.37,30.349,58.271,142.28,142.83,0.79971,-0.004614,1626.8,21.442,0.0,715740000000.0,2.5568,3.8024e+21,78.537,1797800000000.0,1.0469e+21,0.0,0.0,0.0
1354,2011-01-10 12:48:00,not applicable,not applicable,11144.0,N,0.0,False,False,1.6924,15.142,27.582,52.527,139.68,138.95,-0.37441,-0.0031282,1953.9,21.035,1.5295,103050000000.0,1.8484,1.4038e+21,23.638,431010000000.0,3.8581e+20,0.0,0.0,0.0
1355,2011-01-19 06:36:00,not applicable,not applicable,11148.0,N,0.0,False,False,12.262,59.477,29.418,44.758,115.08,115.6,0.094503,-0.0037938,2376.9,23.191,2.9456,366340000000.0,5.1052,1.0202e+22,123.2,2388200000000.0,2.2022e+21,0.0,0.0,0.0
1356,2011-01-28 22:36:00,not applicable,not applicable,11151.0,N,0.0,False,False,12.363,23.749,28.009,49.08,121.9,122.02,-0.38389,0.0077076,2187.5,21.999,0.0,628030000000.0,2.8678,4.6597e+21,74.711,1385400000000.0,1.1627e+21,0.0,0.0,0.0
1357,2011-02-09 11:48:00,not applicable,not applicable,11154.0,N,0.0,False,False,5.4916,22.21,25.624,47.417,124.35,123.3,-0.15273,0.0043309,1834.7,19.224,0.0,99181000000.0,0.78864,3.0895e+21,55.742,990200000000.0,9.4407e+20,0.0,0.0,0.0
1358,2011-02-10 05:48:00,not applicable,not applicable,11155.0,N,0.0,False,False,3.1252,17.775,32.984,60.022,135.11,129.77,0.04625,-0.0091647,1926.1,26.413,0.0,84551000000.0,9.3842,8.7227e+20,15.477,383310000000.0,1.894e+20,0.0,0.0,0.0
1359,2011-03-07 03:00:00,not applicable,not applicable,11167.0,N,0.0,False,False,3.7436,149.33,33.423,75.569,154.04,153.58,0.75131,-0.0013103,2521.4,24.427,0.0,1112200000000.0,6.4381,9.57e+21,162.91,3229200000000.0,1.916e+21,158.91,25.884,69.446
1360,2011-03-05 13:48:00,not applicable,not applicable,11168.0,N,0.0,False,False,4.2165,29.002,41.372,28.635,56.591,65.192,0.10316,0.0025837,4999.3,32.468,2.7657,87109000000.0,25.858,1.0835e+22,87.093,1102000000000.0,1.2027e+21,0.0,0.0,0.0
1361,2011-03-20 13:36:00,not applicable,not applicable,11174.0,N,0.0,False,False,36.509,72.29,39.647,43.136,77.475,80.228,-0.12181,0.0061953,4495.7,28.332,3.3289,831070000000.0,14.93,3.519e+22,227.1,3464900000000.0,4.2988e+21,0.0,0.0,0.0
1362,2011-03-27 01:00:00,not applicable,not applicable,11177.0,N,0.0,False,False,33.991,286.03,33.117,62.378,145.34,146.79,0.39119,-0.004754,2782.6,27.099,2.8992,1464500000000.0,10.418,2.6426e+22,396.82,8279900000000.0,4.7546e+21,66.483,0.0,25.095
1363,2011-03-24 21:24:00,not applicable,not applicable,11179.0,N,0.0,False,False,19.962,101.52,37.113,71.278,144.92,146.2,0.42337,0.0065643,3644.8,28.994,2.7154,672860000000.0,14.502,1.472e+22,181.65,3421000000000.0,2.1918e+21,62.63,172.72,20.979
1364,2011-04-11 21:24:00,not applicable,not applicable,11187.0,N,0.0,False,False,13.847,132.31,34.304,68.2,147.19,145.97,1.0389,0.0065972,2269.0,24.543,0.0,1151600000000.0,5.8599,6.325e+21,106.31,2209500000000.0,1.3324e+21,0.0,0.0,0.0
1365,2011-04-09 03:24:00,not applicable,not applicable,11188.0,N,0.0,False,False,3.9958,71.988,33.256,87.621,179.14,178.66,0.82383,0.0041666,2850.5,22.319,0.0,416890000000.0,5.7351,3.6304e+21,73.506,1251600000000.0,6.8074e+20,0.0,0.0,0.0
1366,2011-04-10 23:12:00,not applicable,not applicable,11189.0,N,0.0,False,False,24.81,1264.7,40.868,64.335,129.09,130.35,0.2483,-0.00070903,3980.7,32.685,3.7164,4586800000000.0,20.17,1.8499e+23,1765.6,37472000000000.0,2.216e+22,445.36,5202.8,42.536
1367,2011-04-16 04:48:00,not applicable,not applicable,11192.0,N,0.0,False,False,452.27,1602.8,42.074,64.071,119.04,128.45,0.018284,-0.0095831,9874.3,35.43,4.7201,11526000000000.0,26.302,6.1888e+23,3272.7,55029000000000.0,3.3731e+22,99.461,47012.0,5.4669
1368,2011-04-15 10:48:00,not applicable,not applicable,11194.0,N,0.0,False,False,37.394,68.143,33.747,55.666,110.18,111.57,0.0068738,0.011421,3661.9,26.464,3.1044,2450700000000.0,9.2242,1.5922e+22,148.26,2716600000000.0,2.4385e+21,50.935,516.82,12.806
1369,2011-04-25 14:12:00,not applicable,not applicable,11197.0,N,0.0,False,False,418.51,2315.4,45.494,57.691,107.79,108.24,0.52553,0.0089331,7070.8,36.852,4.2993,19295000000000.0,30.456,4.3994e+23,2209.3,48011000000000.0,2.6791e+22,267.86,13598.0,17.896
1370,2011-04-23 14:12:00,not applicable,not applicable,11198.0,N,0.0,False,False,9.2044,27.118,22.428,32.356,100.29,100.31,-0.084027,0.0035078,1128.9,18.227,0.0,476990000000.0,0.3811,3.934e+21,74.083,1515500000000.0,1.7407e+21,0.0,0.0,0.0
1371,2011-05-05 09:12:00,not applicable,not applicable,11205.0,N,0.0,False,False,162.96,1167.5,47.344,61.735,109.31,107.85,0.25701,-0.0056886,7400.0,38.074,3.7281,4903100000000.0,33.34,2.8153e+23,1283.4,28901000000000.0,1.6957e+22,427.02,3472.5,34.01
1372,2011-05-08 21:12:00,not applicable,not applicable,11207.0,N,0.0,False,False,0.68855,244.73,29.063,56.609,135.97,134.3,0.57263,-0.00017145,1865.7,22.059,0.0,1232000000000.0,2.6145,9.9508e+21,180.02,3907800000000.0,2.5443e+21,0.0,0.0,0.0
1373,2011-05-10 12:48:00,not applicable,not applicable,11209.0,N,0.0,False,False,6.8808,69.272,28.863,47.711,122.23,120.0,0.23843,-0.002989,1835.2,23.291,0.0,294330000000.0,1.6942,5.6105e+21,85.301,1885500000000.0,1.432e+21,0.0,0.0,0.0
1374,2011-05-11 05:12:00,not applicable,not applicable,11211.0,N,0.0,False,False,4.0223,25.808,27.857,46.113,130.38,130.56,-0.65005,0.0049293,1703.3,22.37,0.0,411190000000.0,2.9412,1.8459e+21,30.95,670500000000.0,5.2188e+20,0.0,0.0,0.0
1375,2011-05-14 17:12:00,not applicable,not applicable,11212.0,N,0.0,False,False,1.0579,34.894,29.326,54.847,129.22,130.18,-0.71702,0.0038329,1680.0,21.506,0.0,106280000000.0,1.8116,6.1578e+20,13.236,289500000000.0,1.7469e+20,0.0,0.0,0.0
1376,2011-05-16 11:12:00,not applicable,not applicable,11215.0,N,0.0,False,False,4.517,9.7923,21.648,37.027,138.18,139.24,-1.1411,-0.01298,1442.8,18.21,1.8581,260370000000.0,0.28736,6.668e+20,14.29,284370000000.0,2.4497e+20,0.0,0.0,0.0
1377,2011-05-26 22:12:00,not applicable,not applicable,11219.0,N,0.0,False,False,20.932,111.81,59.335,70.692,108.53,114.27,-0.054008,-0.0062953,3960.6,45.858,2.2692,776590000000.0,44.06,1.7489e+22,157.65,4017500000000.0,1.4139e+21,74.751,206.87,26.578
1378,2011-05-23 06:00:00,not applicable,not applicable,11221.0,N,0.0,False,False,1.7737,15.339,25.462,42.55,114.66,111.88,-0.056093,-0.0013803,1880.9,19.235,0.0,52330000000.0,0.31128,3.2099e+21,55.901,919140000000.0,9.4616e+20,0.0,0.0,0.0
1379,2011-05-29 12:00:00,not applicable,not applicable,11222.0,N,0.0,False,False,42.194,42.962,37.525,46.762,95.273,99.851,-0.064188,0.010362,2956.1,27.278,3.1303,1012200000000.0,13.924,1.5986e+22,183.59,3313300000000.0,2.8192e+21,0.0,0.0,0.0
1380,2011-05-31 09:00:00,not applicable,not applicable,11225.0,N,0.0,False,False,20.514,104.22,52.141,68.943,109.24,103.78,0.24065,-0.007595,8760.4,38.906,0.0,394450000000.0,38.726,3.1424e+22,110.91,2400700000000.0,1.7433e+21,0.0,0.0,0.0
1381,2011-06-03 18:00:00,not applicable,not applicable,11230.0,N,0.0,False,False,29.437,732.08,43.822,62.223,117.3,118.28,0.41999,-0.0020411,6166.2,34.517,3.0099,3277200000000.0,26.702,1.181e+23,697.55,14717000000000.0,9.1706e+21,276.72,952.06,35.066
1382,2011-06-05 06:00:00,not applicable,not applicable,11231.0,N,0.0,False,False,2.2279,43.586,33.739,53.458,126.57,131.21,0.96879,-0.0052794,1858.7,24.691,2.4986,221450000000.0,8.7678,1.0417e+21,21.065,472160000000.0,2.4976e+20,0.0,0.0,0.0
1383,2011-06-06 16:00:00,not applicable,not applicable,11233.0,N,0.0,False,False,395.17,869.29,31.898,46.765,111.09,112.36,-0.20153,0.011051,3478.4,26.953,3.9704,20277000000000.0,10.308,1.6518e+23,1501.4,29855000000000.0,2.3918e+22,540.8,410.75,69.918
