,time_start,time_peak,time_end,nar,xray_class,magnitude,COINCIDENCE,before_coincident_flare,ABSNJZH,AREA_ACR,MEANGAM,MEANGBH,MEANGBT,MEANGBZ,MEANJZD,MEANJZH,MEANPOT,MEANSHR,R_VALUE,SAVNCPP,SHRGT45,TOTPOT,TOTUSJH,TOTUSJZ,USFLUX,d_l_f,g_s,slf
1337,2010-05-03 09:48:00,not applicable,not applicable,11065.0,N,0.0,False,False,5.4232,45.98,27.231,42.075,121.59,121.55,0.61047,-0.0043213,1582.5,23.609,0.0,409530000000.0,4.2231,2.6375e+21,40.819,1018600000000.0,7.0642e+20,0.0,0.0,0.0
1338,2010-05-06 15:48:00,not applicable,not applicable,11070.0,N,0.0,False,False,9.0685,35.084,34.056,77.596,175.55,171.16,-0.46458,-0.01444,2728.6,25.379,0.0,156240000000.0,9.3949,2.2757e+21,45.259,875190000000.0,4.1403e+20,0.0,0.0,0.0
1339,2010-05-08 21:48:00,not applicable,not applicable,11071.0,N,0.0,False,False,4.1554,26.578,27.59,51.118,143.78,142.44,-0.4606,-0.0049647,1939.2,21.876,0.0,206550000000.0,2.8674,2.1555e+21,40.797,785870000000.0,5.7643e+20,0.0,0.0,0.0
1341,2010-05-30 18:00:00,not applicable,not applicable,11074.0,N,0.0,False,False,7.6845,40.143,29.819,47.044,93.226,92.093,-0.21385,-0.0024357,2906.9,21.718,2.8737,447240000000.0,2.2504,1.218e+22,100.79,1788800000000.0,2.371e+21,0.0,0.0,0.0
1342,2010-06-18 12:48:00,not applicable,not applicable,11083.0,N,0.0,False,False,7.8386,40.576,46.832,57.978,114.47,112.51,1.3343,-0.0084925,1632.0,33.933,2.1419,668930000000.0,24.81,2.0005e+21,34.289,955220000000.0,3.9502e+20,0.0,0.0,0.0
1343,2010-06-28 18:00:00,not applicable,not applicable,11085.0,N,0.0,False,False,2.4002,69.694,28.253,54.595,132.4,129.31,1.1016,0.0030851,1461.5,20.964,0.0,465960000000.0,1.1568,1.5101e+21,30.505,717200000000.0,4.5594e+20,0.0,0.0,0.0
1344,2010-07-13 15:36:00,not applicable,not applicable,11088.0,N,0.0,False,False,4.8127,42.177,30.332,58.248,139.28,137.17,-0.33714,0.0051749,2211.2,23.309,0.0,391260000000.0,3.7634,2.731e+21,44.58,905520000000.0,6.1127e+20,0.0,0.0,0.0
1345,2010-07-27 15:36:00,not applicable,not applicable,11090.0,N,0.0,False,False,1.2458,70.692,30.748,50.49,128.37,126.1,0.51464,0.00082234,1820.4,24.575,2.8195,423120000000.0,5.5446,3.6626e+21,61.005,1472400000000.0,8.7314e+20,0.0,0.0,0.0
1346,2010-08-30 05:24:00,not applicable,not applicable,11104.0,N,0.0,False,False,11.605,122.79,31.349,54.594,128.46,127.11,0.84781,0.0043204,1680.2,24.454,0.0,1220800000000.0,5.4728,5.9933e+21,107.1,2734000000000.0,1.4449e+21,0.0,0.0,0.0
1347,2010-10-15 19:36:00,not applicable,not applicable,11114.0,N,0.0,False,False,0.82046,30.395,25.882,40.862,111.49,109.35,-0.46167,-0.00039107,1477.9,20.901,0.0,506650000000.0,0.23832,4.1178e+21,69.04,1392600000000.0,1.3118e+21,0.0,0.0,0.0
1348,2010-10-18 21:48:00,not applicable,not applicable,11116.0,N,0.0,False,False,10.568,21.192,36.424,81.289,154.9,151.22,2.8416,-0.026686,2709.3,23.527,0.0,587380000000.0,5.0505,1.4249e+21,23.834,427660000000.0,2.7013e+20,0.0,0.0,0.0
1349,2010-10-23 06:00:00,not applicable,not applicable,11118.0,N,0.0,False,False,1.0695,77.816,29.244,49.73,124.25,124.84,0.76793,-0.00077276,1623.5,21.776,0.0,553380000000.0,2.2399,2.9841e+21,53.624,1216500000000.0,8.3288e+20,0.0,0.0,0.0
